timestamp,iso_week,source,model,aic,mape,mae,rmse,cv_mean_mape,cv_std_mape,train_size,validation_size,forecast_horizon
2026-03-30T00:12:02,2026-W14,pipeline_pulse,"SARIMA(0, 1, 1)x(0, 0, 0, 4)",-120.9534,10.50,7416.49,9087.70,18.25607224719868,7.516878124897341,76,16,12
2026-03-30T00:12:03,2026-W14,team_tempo,"SARIMA(2, 1, 2)x(0, 0, 0, 4)",-357.8526,2.90,8.18,8.96,1.9688949507077798,0.5142696644090651,68,16,12
2026-03-30T00:29:49,2026-W14,sales,"SARIMA(1, 1, 0)x(2, 0, 2, 5)",-1035.3255,15.34,240.19,281.99,14.185428148019279,2.336911937016486,250,60,90
2026-03-30T00:43:11,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-30T01:39:00,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-30T03:07:18,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-30T03:07:20,2026-W14,ops_pulse,"SARIMA(0, 1, 1)x(0, 0, 0, 4)",-291.1149,2.11,0.91,1.12,3.185494381638817,1.4376632642515024,68,16,12
2026-03-30T03:07:22,2026-W14,cash_flow_compass,"SARIMA(2, 1, 0)x(2, 0, 0, 4)",-529.4893,0.62,1828.86,2217.61,2.910275122991674,1.6761330942827832,68,16,12
2026-03-30T03:07:23,2026-W14,pipeline_pulse,"SARIMA(0, 1, 1)x(0, 0, 0, 4)",-120.9534,10.50,7416.49,9087.70,18.25607224719868,7.516878124897341,76,16,12
2026-03-30T03:07:25,2026-W14,team_tempo,"SARIMA(2, 1, 2)x(0, 0, 0, 4)",-357.8526,2.90,8.18,8.96,1.9688949507077798,0.5142696644090651,68,16,12
2026-03-30T05:08:00,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-30T05:08:01,2026-W14,ops_pulse,"SARIMA(0, 1, 1)x(0, 0, 0, 4)",-291.1149,2.11,0.91,1.12,3.185494381638817,1.4376632642515024,68,16,12
2026-03-30T05:08:03,2026-W14,cash_flow_compass,"SARIMA(2, 1, 0)x(2, 0, 0, 4)",-529.4893,0.62,1828.86,2217.61,2.910275122991674,1.6761330942827832,68,16,12
2026-03-30T05:08:05,2026-W14,pipeline_pulse,"SARIMA(0, 1, 1)x(0, 0, 0, 4)",-120.9534,10.50,7416.49,9087.70,18.25607224719868,7.516878124897341,76,16,12
2026-03-30T05:08:06,2026-W14,team_tempo,"SARIMA(2, 1, 2)x(0, 0, 0, 4)",-357.8526,2.90,8.18,8.96,1.9688949507077798,0.5142696644090651,68,16,12
2026-03-31T18:24:40,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-31T18:25:42,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-31T18:25:53,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
2026-03-31T18:25:54,2026-W14,sales,"SARIMA(0, 1, 0)x(2, 0, 2, 5)",-736.7493,12.75,207.54,249.08,14.677922684281684,2.155600078508472,180,60,90
